"Grid","Lon","Lat","siteid"
"0024/0043",-94.54,43.46,"43.46|-94.54"
"0024/0043",-94.54,43.54,"43.54|-94.54"
"0024/0043",-94.54,43.62,"43.62|-94.54"
"0024/0043",-94.54,43.71,"43.71|-94.54"
"0024/0043",-94.54,43.79,"43.79|-94.54"
"0024/0043",-94.54,43.88,"43.88|-94.54"
"0024/0043",-94.54,43.96,"43.96|-94.54"
"0023/0043",-94.54,44.04,"44.04|-94.54"
"0023/0043",-94.54,44.12,"44.12|-94.54"
"0023/0043",-94.54,44.21,"44.21|-94.54"
"0023/0043",-94.54,44.29,"44.29|-94.54"
"0023/0043",-94.54,44.38,"44.38|-94.54"
"0023/0043",-94.54,44.46,"44.46|-94.54"
"0023/0043",-94.54,44.54,"44.54|-94.54"
"0023/0043",-94.54,44.62,"44.62|-94.54"
"0023/0043",-94.54,44.71,"44.71|-94.54"
"0023/0043",-94.54,44.79,"44.79|-94.54"
"0023/0043",-94.54,44.88,"44.88|-94.54"
"0023/0043",-94.54,44.96,"44.96|-94.54"
"0023/0043",-94.54,45.04,"45.04|-94.54"
"0023/0043",-94.54,45.12,"45.12|-94.54"
"0023/0043",-94.54,45.21,"45.21|-94.54"
"0023/0043",-94.54,45.29,"45.29|-94.54"
"0025/0043",-94.62,40.54,"40.54|-94.62"
"0025/0043",-94.62,40.56,"40.56|-94.62"
"0025/0043",-94.62,40.62,"40.62|-94.62"
"0025/0043",-94.62,40.65,"40.65|-94.62"
"0025/0043",-94.62,40.71,"40.71|-94.62"
"0025/0043",-94.62,40.74,"40.74|-94.62"
"0025/0043",-94.62,40.79,"40.79|-94.62"
"0025/0043",-94.62,40.83,"40.83|-94.62"
"0025/0043",-94.62,40.88,"40.88|-94.62"
"0025/0043",-94.62,40.91,"40.91|-94.62"
"0025/0043",-94.62,40.96,"40.96|-94.62"
"0025/0043",-94.62,41,"41|-94.62"
"0025/0043",-94.62,41.04,"41.04|-94.62"
"0025/0043",-94.62,41.09,"41.09|-94.62"
"0025/0043",-94.62,41.12,"41.12|-94.62"
"0025/0043",-94.62,41.17,"41.17|-94.62"
"0025/0043",-94.62,41.21,"41.21|-94.62"
"0025/0043",-94.62,41.26,"41.26|-94.62"
"0025/0043",-94.62,41.29,"41.29|-94.62"
"0025/0043",-94.62,41.35,"41.35|-94.62"
"0025/0043",-94.62,41.38,"41.38|-94.62"
"0025/0043",-94.62,41.44,"41.44|-94.62"
"0025/0043",-94.62,41.46,"41.46|-94.62"
"0025/0043",-94.62,41.52,"41.52|-94.62"
"0025/0043",-94.62,41.54,"41.54|-94.62"
"0025/0043",-94.62,41.61,"41.61|-94.62"
"0025/0043",-94.62,41.62,"41.62|-94.62"
"0025/0043",-94.62,41.7,"41.7|-94.62"
"0025/0043",-94.62,41.71,"41.71|-94.62"
"0025/0043",-94.62,41.78,"41.78|-94.62"
"0025/0043",-94.62,41.79,"41.79|-94.62"
"0025/0043",-94.62,41.87,"41.87|-94.62"
"0025/0043",-94.62,41.88,"41.88|-94.62"
"0025/0043",-94.62,41.96,"41.96|-94.62"
"0024/0043",-94.62,42.04,"42.04|-94.62"
"0024/0043",-94.62,42.12,"42.12|-94.62"
"0024/0043",-94.62,42.21,"42.21|-94.62"
"0024/0043",-94.62,42.29,"42.29|-94.62"
"0024/0043",-94.62,42.38,"42.38|-94.62"
"0024/0043",-94.62,42.46,"42.46|-94.62"
"0024/0043",-94.62,42.54,"42.54|-94.62"
"0024/0043",-94.62,42.62,"42.62|-94.62"
"0024/0043",-94.62,42.71,"42.71|-94.62"
"0024/0043",-94.62,42.79,"42.79|-94.62"
"0024/0043",-94.62,42.88,"42.88|-94.62"
"0024/0043",-94.62,42.96,"42.96|-94.62"
"0024/0043",-94.62,43.04,"43.04|-94.62"
"0024/0043",-94.62,43.12,"43.12|-94.62"
"0024/0043",-94.62,43.21,"43.21|-94.62"
"0024/0043",-94.62,43.29,"43.29|-94.62"
"0024/0043",-94.62,43.38,"43.38|-94.62"
"0024/0043",-94.62,43.46,"43.46|-94.62"
"0024/0043",-94.62,43.54,"43.54|-94.62"
"0024/0043",-94.62,43.62,"43.62|-94.62"
"0024/0043",-94.62,43.71,"43.71|-94.62"
"0024/0043",-94.62,43.79,"43.79|-94.62"
"0024/0043",-94.62,43.88,"43.88|-94.62"
"0024/0043",-94.62,43.96,"43.96|-94.62"
"0023/0043",-94.62,44.04,"44.04|-94.62"
"0023/0043",-94.62,44.12,"44.12|-94.62"
"0023/0043",-94.62,44.21,"44.21|-94.62"
"0023/0043",-94.62,44.29,"44.29|-94.62"
"0023/0043",-94.62,44.38,"44.38|-94.62"
"0023/0043",-94.62,44.46,"44.46|-94.62"
"0023/0043",-94.62,44.54,"44.54|-94.62"
"0023/0043",-94.62,44.62,"44.62|-94.62"
"0023/0043",-94.62,44.71,"44.71|-94.62"
"0023/0043",-94.62,44.79,"44.79|-94.62"
"0023/0043",-94.62,44.88,"44.88|-94.62"
"0023/0043",-94.62,44.96,"44.96|-94.62"
"0023/0043",-94.62,45.04,"45.04|-94.62"
"0023/0043",-94.62,45.12,"45.12|-94.62"
"0023/0043",-94.62,45.21,"45.21|-94.62"
"0023/0043",-94.62,45.29,"45.29|-94.62"
"0025/0043",-94.71,40.54,"40.54|-94.71"
"0025/0043",-94.71,40.56,"40.56|-94.71"
"0025/0043",-94.71,40.62,"40.62|-94.71"
"0025/0043",-94.71,40.65,"40.65|-94.71"
"0025/0043",-94.71,40.71,"40.71|-94.71"
"0025/0043",-94.71,40.74,"40.74|-94.71"
"0025/0043",-94.71,40.79,"40.79|-94.71"
"0025/0043",-94.71,40.83,"40.83|-94.71"
"0025/0043",-94.71,40.88,"40.88|-94.71"
"0025/0043",-94.71,40.91,"40.91|-94.71"
"0025/0043",-94.71,40.96,"40.96|-94.71"
"0025/0043",-94.71,41,"41|-94.71"
"0025/0043",-94.71,41.04,"41.04|-94.71"
"0025/0043",-94.71,41.09,"41.09|-94.71"
"0025/0043",-94.71,41.12,"41.12|-94.71"
"0025/0043",-94.71,41.17,"41.17|-94.71"
"0025/0043",-94.71,41.21,"41.21|-94.71"
"0025/0043",-94.71,41.26,"41.26|-94.71"
"0025/0043",-94.71,41.29,"41.29|-94.71"
"0025/0043",-94.71,41.35,"41.35|-94.71"
"0025/0043",-94.71,41.38,"41.38|-94.71"
"0025/0043",-94.71,41.44,"41.44|-94.71"
"0025/0043",-94.71,41.46,"41.46|-94.71"
"0025/0043",-94.71,41.52,"41.52|-94.71"
"0025/0043",-94.71,41.54,"41.54|-94.71"
"0025/0043",-94.71,41.61,"41.61|-94.71"
"0025/0043",-94.71,41.62,"41.62|-94.71"
"0025/0043",-94.71,41.7,"41.7|-94.71"
"0025/0043",-94.71,41.71,"41.71|-94.71"
"0025/0043",-94.71,41.78,"41.78|-94.71"
"0025/0043",-94.71,41.79,"41.79|-94.71"
"0025/0043",-94.71,41.87,"41.87|-94.71"
"0025/0043",-94.71,41.88,"41.88|-94.71"
"0025/0043",-94.71,41.96,"41.96|-94.71"
"0024/0043",-94.71,42.04,"42.04|-94.71"
"0024/0043",-94.71,42.12,"42.12|-94.71"
"0024/0043",-94.71,42.21,"42.21|-94.71"
"0024/0043",-94.71,42.29,"42.29|-94.71"
"0024/0043",-94.71,42.38,"42.38|-94.71"
"0024/0043",-94.71,42.46,"42.46|-94.71"
"0024/0043",-94.71,42.54,"42.54|-94.71"
"0024/0043",-94.71,42.62,"42.62|-94.71"
"0024/0043",-94.71,42.71,"42.71|-94.71"
"0024/0043",-94.71,42.79,"42.79|-94.71"
"0024/0043",-94.71,42.88,"42.88|-94.71"
"0024/0043",-94.71,42.96,"42.96|-94.71"
"0024/0043",-94.71,43.04,"43.04|-94.71"
"0024/0043",-94.71,43.12,"43.12|-94.71"
"0024/0043",-94.71,43.21,"43.21|-94.71"
"0024/0043",-94.71,43.29,"43.29|-94.71"
"0024/0043",-94.71,43.38,"43.38|-94.71"
"0024/0043",-94.71,43.46,"43.46|-94.71"
"0024/0043",-94.71,43.54,"43.54|-94.71"
"0024/0043",-94.71,43.62,"43.62|-94.71"
"0024/0043",-94.71,43.71,"43.71|-94.71"
"0024/0043",-94.71,43.79,"43.79|-94.71"
"0024/0043",-94.71,43.88,"43.88|-94.71"
"0024/0043",-94.71,43.96,"43.96|-94.71"
"0023/0043",-94.71,44.04,"44.04|-94.71"
"0023/0043",-94.71,44.12,"44.12|-94.71"
"0023/0043",-94.71,44.21,"44.21|-94.71"
"0023/0043",-94.71,44.29,"44.29|-94.71"
"0023/0043",-94.71,44.38,"44.38|-94.71"
"0023/0043",-94.71,44.46,"44.46|-94.71"
"0023/0043",-94.71,44.54,"44.54|-94.71"
"0023/0043",-94.71,44.62,"44.62|-94.71"
"0023/0043",-94.71,44.71,"44.71|-94.71"
"0023/0043",-94.71,44.79,"44.79|-94.71"
"0023/0043",-94.71,44.88,"44.88|-94.71"
"0023/0043",-94.71,44.96,"44.96|-94.71"
"0023/0043",-94.71,45.04,"45.04|-94.71"
"0023/0043",-94.71,45.12,"45.12|-94.71"
"0023/0043",-94.71,45.21,"45.21|-94.71"
"0023/0043",-94.71,45.29,"45.29|-94.71"
"0025/0043",-94.79,40.62,"40.62|-94.79"
"0025/0043",-94.79,40.65,"40.65|-94.79"
"0025/0043",-94.79,40.71,"40.71|-94.79"
"0025/0043",-94.79,40.74,"40.74|-94.79"
"0025/0043",-94.79,40.79,"40.79|-94.79"
"0025/0043",-94.79,40.83,"40.83|-94.79"
"0025/0043",-94.79,40.88,"40.88|-94.79"
"0025/0043",-94.79,40.91,"40.91|-94.79"
"0025/0043",-94.79,40.96,"40.96|-94.79"
"0025/0043",-94.79,41,"41|-94.79"
"0025/0043",-94.79,41.04,"41.04|-94.79"
"0025/0043",-94.79,41.09,"41.09|-94.79"
"0025/0043",-94.79,41.12,"41.12|-94.79"
"0025/0043",-94.79,41.17,"41.17|-94.79"
"0025/0043",-94.79,41.21,"41.21|-94.79"
"0025/0043",-94.79,41.26,"41.26|-94.79"
"0025/0043",-94.79,41.29,"41.29|-94.79"
"0025/0043",-94.79,41.35,"41.35|-94.79"
"0025/0043",-94.79,41.38,"41.38|-94.79"
"0025/0043",-94.79,41.44,"41.44|-94.79"
"0025/0043",-94.79,41.46,"41.46|-94.79"
"0025/0043",-94.79,41.52,"41.52|-94.79"
"0025/0043",-94.79,41.54,"41.54|-94.79"
"0025/0043",-94.79,41.61,"41.61|-94.79"
"0025/0043",-94.79,41.62,"41.62|-94.79"
"0025/0043",-94.79,41.7,"41.7|-94.79"
"0025/0043",-94.79,41.71,"41.71|-94.79"
"0025/0043",-94.79,41.78,"41.78|-94.79"
"0025/0043",-94.79,41.79,"41.79|-94.79"
"0025/0043",-94.79,41.87,"41.87|-94.79"
"0025/0043",-94.79,41.88,"41.88|-94.79"
"0025/0043",-94.79,41.96,"41.96|-94.79"
"0024/0043",-94.79,42.04,"42.04|-94.79"
"0024/0043",-94.79,42.12,"42.12|-94.79"
"0024/0043",-94.79,42.21,"42.21|-94.79"
"0024/0043",-94.79,42.29,"42.29|-94.79"
"0024/0043",-94.79,42.38,"42.38|-94.79"
"0024/0043",-94.79,42.46,"42.46|-94.79"
"0024/0043",-94.79,42.54,"42.54|-94.79"
"0024/0043",-94.79,42.62,"42.62|-94.79"
"0024/0043",-94.79,42.71,"42.71|-94.79"
"0024/0043",-94.79,42.79,"42.79|-94.79"
"0024/0043",-94.79,42.88,"42.88|-94.79"
"0024/0043",-94.79,42.96,"42.96|-94.79"
"0024/0043",-94.79,43.04,"43.04|-94.79"
"0024/0043",-94.79,43.12,"43.12|-94.79"
"0024/0043",-94.79,43.21,"43.21|-94.79"
"0024/0043",-94.79,43.29,"43.29|-94.79"
"0024/0043",-94.79,43.38,"43.38|-94.79"
"0024/0043",-94.79,43.46,"43.46|-94.79"
"0024/0043",-94.79,43.54,"43.54|-94.79"
"0024/0043",-94.79,43.62,"43.62|-94.79"
"0024/0043",-94.79,43.71,"43.71|-94.79"
"0024/0043",-94.79,43.79,"43.79|-94.79"
"0024/0043",-94.79,43.88,"43.88|-94.79"
"0024/0043",-94.79,43.96,"43.96|-94.79"
"0023/0043",-94.79,44.04,"44.04|-94.79"
"0023/0043",-94.79,44.12,"44.12|-94.79"
"0023/0043",-94.79,44.21,"44.21|-94.79"
"0023/0043",-94.79,44.29,"44.29|-94.79"
"0023/0043",-94.79,44.38,"44.38|-94.79"
"0023/0043",-94.79,44.46,"44.46|-94.79"
"0023/0043",-94.79,44.54,"44.54|-94.79"
"0023/0043",-94.79,44.62,"44.62|-94.79"
"0023/0043",-94.79,44.71,"44.71|-94.79"
"0023/0043",-94.79,44.79,"44.79|-94.79"
"0023/0043",-94.79,44.88,"44.88|-94.79"
"0023/0043",-94.79,44.96,"44.96|-94.79"
"0023/0043",-94.79,45.04,"45.04|-94.79"
"0023/0043",-94.79,45.12,"45.12|-94.79"
"0023/0043",-94.79,45.21,"45.21|-94.79"
"0023/0043",-94.79,45.29,"45.29|-94.79"
"0023/0043",-94.79,45.38,"45.38|-94.79"
"0025/0043",-94.88,40.54,"40.54|-94.88"
"0025/0043",-94.88,40.56,"40.56|-94.88"
"0025/0043",-94.88,40.62,"40.62|-94.88"
"0025/0043",-94.88,40.65,"40.65|-94.88"
"0025/0043",-94.88,40.71,"40.71|-94.88"
"0025/0043",-94.88,40.74,"40.74|-94.88"
"0025/0043",-94.88,40.79,"40.79|-94.88"
"0025/0043",-94.88,40.83,"40.83|-94.88"
"0025/0043",-94.88,40.88,"40.88|-94.88"
"0025/0043",-94.88,40.91,"40.91|-94.88"
"0025/0043",-94.88,40.96,"40.96|-94.88"
"0025/0043",-94.88,41,"41|-94.88"
"0025/0043",-94.88,41.04,"41.04|-94.88"
"0025/0043",-94.88,41.09,"41.09|-94.88"
"0025/0043",-94.88,41.12,"41.12|-94.88"
"0025/0043",-94.88,41.17,"41.17|-94.88"
"0025/0043",-94.88,41.21,"41.21|-94.88"
"0025/0043",-94.88,41.26,"41.26|-94.88"
"0025/0043",-94.88,41.29,"41.29|-94.88"
"0025/0043",-94.88,41.35,"41.35|-94.88"
"0025/0043",-94.88,41.38,"41.38|-94.88"
"0025/0043",-94.88,41.44,"41.44|-94.88"
"0025/0043",-94.88,41.46,"41.46|-94.88"
"0025/0043",-94.88,41.52,"41.52|-94.88"
"0025/0043",-94.88,41.54,"41.54|-94.88"
"0025/0043",-94.88,41.61,"41.61|-94.88"
"0025/0043",-94.88,41.62,"41.62|-94.88"
"0025/0043",-94.88,41.7,"41.7|-94.88"
"0025/0043",-94.88,41.71,"41.71|-94.88"
"0025/0043",-94.88,41.78,"41.78|-94.88"
"0025/0043",-94.88,41.79,"41.79|-94.88"
"0025/0043",-94.88,41.87,"41.87|-94.88"
"0025/0043",-94.88,41.88,"41.88|-94.88"
"0025/0043",-94.88,41.96,"41.96|-94.88"
"0024/0043",-94.88,42.04,"42.04|-94.88"
"0024/0043",-94.88,42.12,"42.12|-94.88"
"0024/0043",-94.88,42.21,"42.21|-94.88"
"0024/0043",-94.88,42.29,"42.29|-94.88"
"0024/0043",-94.88,42.38,"42.38|-94.88"
"0024/0043",-94.88,42.46,"42.46|-94.88"
"0024/0043",-94.88,42.54,"42.54|-94.88"
"0024/0043",-94.88,42.62,"42.62|-94.88"
"0024/0043",-94.88,42.71,"42.71|-94.88"
"0024/0043",-94.88,42.79,"42.79|-94.88"
"0024/0043",-94.88,42.88,"42.88|-94.88"
"0024/0043",-94.88,42.96,"42.96|-94.88"
"0024/0043",-94.88,43.04,"43.04|-94.88"
"0024/0043",-94.88,43.12,"43.12|-94.88"
"0024/0043",-94.88,43.21,"43.21|-94.88"
"0024/0043",-94.88,43.29,"43.29|-94.88"
"0024/0043",-94.88,43.38,"43.38|-94.88"
"0024/0043",-94.88,43.46,"43.46|-94.88"
"0024/0043",-94.88,43.54,"43.54|-94.88"
"0024/0043",-94.88,43.62,"43.62|-94.88"
"0024/0043",-94.88,43.71,"43.71|-94.88"
"0024/0043",-94.88,43.79,"43.79|-94.88"
"0024/0043",-94.88,43.88,"43.88|-94.88"
"0024/0043",-94.88,43.96,"43.96|-94.88"
"0023/0043",-94.88,44.04,"44.04|-94.88"
"0023/0043",-94.88,44.12,"44.12|-94.88"
"0023/0043",-94.88,44.21,"44.21|-94.88"
"0023/0043",-94.88,44.29,"44.29|-94.88"
"0023/0043",-94.88,44.38,"44.38|-94.88"
"0023/0043",-94.88,44.46,"44.46|-94.88"
"0023/0043",-94.88,44.54,"44.54|-94.88"
"0023/0043",-94.88,44.62,"44.62|-94.88"
"0023/0043",-94.88,44.71,"44.71|-94.88"
"0023/0043",-94.88,44.79,"44.79|-94.88"
"0023/0043",-94.88,44.88,"44.88|-94.88"
"0023/0043",-94.88,44.96,"44.96|-94.88"
"0023/0043",-94.88,45.04,"45.04|-94.88"
"0023/0043",-94.88,45.12,"45.12|-94.88"
"0023/0043",-94.88,45.21,"45.21|-94.88"
"0023/0043",-94.88,45.29,"45.29|-94.88"
"0023/0043",-94.88,45.38,"45.38|-94.88"
"0025/0043",-94.96,40.62,"40.62|-94.96"
"0025/0043",-94.96,40.65,"40.65|-94.96"
"0025/0043",-94.96,40.71,"40.71|-94.96"
"0025/0043",-94.96,40.74,"40.74|-94.96"
"0025/0043",-94.96,40.79,"40.79|-94.96"
"0025/0043",-94.96,40.83,"40.83|-94.96"
"0025/0043",-94.96,40.88,"40.88|-94.96"
"0025/0043",-94.96,40.91,"40.91|-94.96"
"0025/0043",-94.96,40.96,"40.96|-94.96"
"0025/0043",-94.96,41,"41|-94.96"
"0025/0043",-94.96,41.04,"41.04|-94.96"
"0025/0043",-94.96,41.09,"41.09|-94.96"
"0025/0043",-94.96,41.12,"41.12|-94.96"
"0025/0043",-94.96,41.17,"41.17|-94.96"
"0025/0043",-94.96,41.21,"41.21|-94.96"
"0025/0043",-94.96,41.26,"41.26|-94.96"
"0025/0043",-94.96,41.29,"41.29|-94.96"
"0025/0043",-94.96,41.35,"41.35|-94.96"
"0025/0043",-94.96,41.38,"41.38|-94.96"
"0025/0043",-94.96,41.44,"41.44|-94.96"
"0025/0043",-94.96,41.46,"41.46|-94.96"
"0025/0043",-94.96,41.52,"41.52|-94.96"
"0025/0043",-94.96,41.54,"41.54|-94.96"
"0025/0043",-94.96,41.61,"41.61|-94.96"
"0025/0043",-94.96,41.62,"41.62|-94.96"
"0025/0043",-94.96,41.7,"41.7|-94.96"
"0025/0043",-94.96,41.71,"41.71|-94.96"
"0025/0043",-94.96,41.78,"41.78|-94.96"
"0025/0043",-94.96,41.79,"41.79|-94.96"
"0025/0043",-94.96,41.87,"41.87|-94.96"
"0025/0043",-94.96,41.88,"41.88|-94.96"
"0025/0043",-94.96,41.96,"41.96|-94.96"
"0024/0043",-94.96,42.04,"42.04|-94.96"
"0024/0043",-94.96,42.12,"42.12|-94.96"
"0024/0043",-94.96,42.21,"42.21|-94.96"
"0024/0043",-94.96,42.29,"42.29|-94.96"
"0024/0043",-94.96,42.38,"42.38|-94.96"
"0024/0043",-94.96,42.46,"42.46|-94.96"
"0024/0043",-94.96,42.54,"42.54|-94.96"
"0024/0043",-94.96,42.62,"42.62|-94.96"
"0024/0043",-94.96,42.71,"42.71|-94.96"
"0024/0043",-94.96,42.79,"42.79|-94.96"
"0024/0043",-94.96,42.88,"42.88|-94.96"
"0024/0043",-94.96,42.96,"42.96|-94.96"
"0024/0043",-94.96,43.04,"43.04|-94.96"
"0024/0043",-94.96,43.12,"43.12|-94.96"
"0024/0043",-94.96,43.21,"43.21|-94.96"
"0024/0043",-94.96,43.29,"43.29|-94.96"
"0024/0043",-94.96,43.38,"43.38|-94.96"
"0024/0043",-94.96,43.46,"43.46|-94.96"
"0024/0043",-94.96,43.54,"43.54|-94.96"
"0024/0043",-94.96,43.62,"43.62|-94.96"
"0024/0043",-94.96,43.71,"43.71|-94.96"
"0024/0043",-94.96,43.79,"43.79|-94.96"
"0024/0043",-94.96,43.88,"43.88|-94.96"
"0024/0043",-94.96,43.96,"43.96|-94.96"
"0023/0043",-94.96,44.04,"44.04|-94.96"
"0023/0043",-94.96,44.12,"44.12|-94.96"
"0023/0043",-94.96,44.21,"44.21|-94.96"
"0023/0043",-94.96,44.29,"44.29|-94.96"
"0023/0043",-94.96,44.38,"44.38|-94.96"
"0023/0043",-94.96,44.46,"44.46|-94.96"
"0023/0043",-94.96,44.54,"44.54|-94.96"
"0023/0043",-94.96,44.62,"44.62|-94.96"
"0023/0043",-94.96,44.71,"44.71|-94.96"
"0023/0043",-94.96,44.79,"44.79|-94.96"
"0023/0043",-94.96,44.88,"44.88|-94.96"
"0023/0043",-94.96,44.96,"44.96|-94.96"
"0023/0043",-94.96,45.04,"45.04|-94.96"
"0023/0043",-94.96,45.12,"45.12|-94.96"
"0023/0043",-94.96,45.21,"45.21|-94.96"
"0023/0043",-94.96,45.29,"45.29|-94.96"
"0023/0043",-94.96,45.38,"45.38|-94.96"
"0025/0043",-95.04,40.54,"40.54|-95.04"
"0025/0043",-95.04,40.56,"40.56|-95.04"
"0025/0043",-95.04,40.62,"40.62|-95.04"
"0025/0043",-95.04,40.65,"40.65|-95.04"
"0025/0043",-95.04,40.71,"40.71|-95.04"
"0025/0043",-95.04,40.74,"40.74|-95.04"
"0025/0043",-95.04,40.79,"40.79|-95.04"
"0025/0043",-95.04,40.83,"40.83|-95.04"
"0025/0043",-95.04,40.88,"40.88|-95.04"
"0025/0043",-95.04,40.91,"40.91|-95.04"
"0025/0043",-95.04,40.96,"40.96|-95.04"
"0025/0043",-95.04,41,"41|-95.04"
"0025/0043",-95.04,41.04,"41.04|-95.04"
"0025/0043",-95.04,41.09,"41.09|-95.04"
"0025/0043",-95.04,41.12,"41.12|-95.04"
"0025/0043",-95.04,41.17,"41.17|-95.04"
"0025/0043",-95.04,41.21,"41.21|-95.04"
"0025/0043",-95.04,41.26,"41.26|-95.04"
"0025/0043",-95.04,41.29,"41.29|-95.04"
"0025/0043",-95.04,41.35,"41.35|-95.04"
"0025/0043",-95.04,41.38,"41.38|-95.04"
"0025/0043",-95.04,41.44,"41.44|-95.04"
"0025/0043",-95.04,41.46,"41.46|-95.04"
"0025/0043",-95.04,41.52,"41.52|-95.04"
"0025/0043",-95.04,41.54,"41.54|-95.04"
"0025/0043",-95.04,41.61,"41.61|-95.04"
"0025/0043",-95.04,41.62,"41.62|-95.04"
"0025/0043",-95.04,41.7,"41.7|-95.04"
"0025/0043",-95.04,41.71,"41.71|-95.04"
"0025/0043",-95.04,41.78,"41.78|-95.04"
"0025/0043",-95.04,41.79,"41.79|-95.04"
"0025/0043",-95.04,41.87,"41.87|-95.04"
"0025/0043",-95.04,41.88,"41.88|-95.04"
"0025/0043",-95.04,41.96,"41.96|-95.04"
"0024/0043",-95.04,42.04,"42.04|-95.04"
"0024/0043",-95.04,42.12,"42.12|-95.04"
"0024/0043",-95.04,42.21,"42.21|-95.04"
"0024/0043",-95.04,42.29,"42.29|-95.04"
"0024/0043",-95.04,42.38,"42.38|-95.04"
"0024/0043",-95.04,42.46,"42.46|-95.04"
"0024/0043",-95.04,42.54,"42.54|-95.04"
"0024/0043",-95.04,42.62,"42.62|-95.04"
"0024/0043",-95.04,42.71,"42.71|-95.04"
"0024/0043",-95.04,42.79,"42.79|-95.04"
"0024/0043",-95.04,42.88,"42.88|-95.04"
"0024/0043",-95.04,42.96,"42.96|-95.04"
"0024/0043",-95.04,43.04,"43.04|-95.04"
"0024/0043",-95.04,43.12,"43.12|-95.04"
"0024/0043",-95.04,43.21,"43.21|-95.04"
"0024/0043",-95.04,43.29,"43.29|-95.04"
"0024/0043",-95.04,43.38,"43.38|-95.04"
"0024/0043",-95.04,43.46,"43.46|-95.04"
"0024/0043",-95.04,43.54,"43.54|-95.04"
"0024/0043",-95.04,43.62,"43.62|-95.04"
"0024/0043",-95.04,43.71,"43.71|-95.04"
"0024/0043",-95.04,43.79,"43.79|-95.04"
"0024/0043",-95.04,43.88,"43.88|-95.04"
"0024/0043",-95.04,43.96,"43.96|-95.04"
"0023/0043",-95.04,44.04,"44.04|-95.04"
"0023/0043",-95.04,44.12,"44.12|-95.04"
"0023/0043",-95.04,44.21,"44.21|-95.04"
"0023/0043",-95.04,44.29,"44.29|-95.04"
"0023/0043",-95.04,44.38,"44.38|-95.04"
"0023/0043",-95.04,44.46,"44.46|-95.04"
"0023/0043",-95.04,44.54,"44.54|-95.04"
"0023/0043",-95.04,44.62,"44.62|-95.04"
"0023/0043",-95.04,44.71,"44.71|-95.04"
"0023/0043",-95.04,44.79,"44.79|-95.04"
"0023/0043",-95.04,44.88,"44.88|-95.04"
"0023/0043",-95.04,44.96,"44.96|-95.04"
"0023/0043",-95.04,45.04,"45.04|-95.04"
"0023/0043",-95.04,45.12,"45.12|-95.04"
"0023/0043",-95.04,45.21,"45.21|-95.04"
"0023/0043",-95.04,45.29,"45.29|-95.04"
"0023/0043",-95.04,45.38,"45.38|-95.04"
"0025/0043",-95.12,40.62,"40.62|-95.12"
"0025/0043",-95.12,40.65,"40.65|-95.12"
"0025/0043",-95.12,40.71,"40.71|-95.12"
"0025/0043",-95.12,40.74,"40.74|-95.12"
"0025/0043",-95.12,40.79,"40.79|-95.12"
"0025/0043",-95.12,40.83,"40.83|-95.12"
"0025/0043",-95.12,40.88,"40.88|-95.12"
"0025/0043",-95.12,40.91,"40.91|-95.12"
"0025/0043",-95.12,40.96,"40.96|-95.12"
"0025/0043",-95.12,41,"41|-95.12"
"0025/0043",-95.12,41.04,"41.04|-95.12"
"0025/0043",-95.12,41.09,"41.09|-95.12"
"0025/0043",-95.12,41.12,"41.12|-95.12"
"0025/0043",-95.12,41.17,"41.17|-95.12"
"0025/0043",-95.12,41.21,"41.21|-95.12"
"0025/0043",-95.12,41.26,"41.26|-95.12"
"0025/0043",-95.12,41.29,"41.29|-95.12"
"0025/0043",-95.12,41.35,"41.35|-95.12"
"0025/0043",-95.12,41.38,"41.38|-95.12"
"0025/0043",-95.12,41.44,"41.44|-95.12"
"0025/0043",-95.12,41.46,"41.46|-95.12"
"0025/0043",-95.12,41.52,"41.52|-95.12"
"0025/0043",-95.12,41.54,"41.54|-95.12"
"0025/0043",-95.12,41.61,"41.61|-95.12"
"0025/0043",-95.12,41.62,"41.62|-95.12"
"0025/0043",-95.12,41.7,"41.7|-95.12"
"0025/0043",-95.12,41.71,"41.71|-95.12"
"0025/0043",-95.12,41.78,"41.78|-95.12"
"0025/0043",-95.12,41.79,"41.79|-95.12"
"0025/0043",-95.12,41.87,"41.87|-95.12"
"0025/0043",-95.12,41.88,"41.88|-95.12"
"0025/0043",-95.12,41.96,"41.96|-95.12"
"0024/0043",-95.12,42.04,"42.04|-95.12"
"0024/0043",-95.12,42.12,"42.12|-95.12"
"0024/0043",-95.12,42.21,"42.21|-95.12"
"0024/0043",-95.12,42.29,"42.29|-95.12"
"0024/0043",-95.12,42.38,"42.38|-95.12"
"0024/0043",-95.12,42.46,"42.46|-95.12"
"0024/0043",-95.12,42.54,"42.54|-95.12"
"0024/0043",-95.12,42.62,"42.62|-95.12"
"0024/0043",-95.12,42.71,"42.71|-95.12"
"0024/0043",-95.12,42.79,"42.79|-95.12"
"0024/0043",-95.12,42.88,"42.88|-95.12"
"0024/0043",-95.12,42.96,"42.96|-95.12"
"0024/0043",-95.12,43.04,"43.04|-95.12"
"0024/0043",-95.12,43.12,"43.12|-95.12"
"0024/0043",-95.12,43.21,"43.21|-95.12"
"0024/0043",-95.12,43.29,"43.29|-95.12"
"0024/0043",-95.12,43.38,"43.38|-95.12"
"0024/0043",-95.12,43.46,"43.46|-95.12"
"0024/0043",-95.12,43.54,"43.54|-95.12"
